"191","Biscuit apéritif soufflé, à base de maïs, sans cacahuète","17"
"192","Biscuit apéritif soufflé, à base de pomme de terre","17"
"193","Biscuit apéritif soufflé, à base de pomme de terre et de soja","17"
"194","Biscuit apéritif, crackers, garni ou fourré, au fromage","17"
"195","Biscuit apéritif, crackers, nature","17"
"196","Biscuit apéritif, crackers, nature, allégé en matière grasse","17"
"197","Biscuit apéritif, mini bretzel ou sticks","17"
"198","Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux","18"
"199","Biscuit de Savoie","56"
"200","Biscuit moelleux fourré à l'orange et enrobé de sucre glace","18"
"201","Biscuit pâtissier meringué","18"
"202","Biscuit pour bébé","26"
"203","Biscuit sec (génoise) nappage aux fruits, type barquette","18"
"204","Biscuit sec à teneur garantie en vitamines","18"
"205","Biscuit sec à teneur garantie en vitamines et minéraux","18"
"206","Biscuit sec au beurre, sablé, galette ou palet","18"
"207","Biscuit sec au beurre, sablé, galette ou palet, au chocolat","18"
"208","Biscuit sec au lait","18"
"209","Biscuit sec aux fruits hyposodé, sans sucres ajoutés","18"
"210","Biscuit sec aux fruits, hyposodé","18"
"211","Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir","18"
"212","Biscuit sec avec nappage chocolat","18"
"213","Biscuit sec avec tablette de chocolat","18"
"214","Biscuit sec chocolaté, préemballé","18"
"215","Biscuit sec chocolaté, type barquette","18"
"216","Biscuit sec chocolaté, type galette","18"
"217","Biscuit sec chocolaté, type tartelette","18"
"218","Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse","18"
"219","Biscuit sec croquant au chocolat, allégé en matière grasse","18"
"220","Biscuit sec feuilleté, type palmier ou autres","18"
"221","Biscuit sec fourré à la pâte ou purée de fruits","18"
"222","Biscuit sec fourré aux fruits, allégé en matière grasse","18"
"223","Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)","18"
"224","Biscuit sec nappé aux fruits, tartelette","18"
"225","Biscuit sec nature","18"
"226","Biscuit sec ou tuile, aux amandes","18"
"227","Biscuit sec pauvre en glucides","18"
"228","Biscuit sec petit beurre","18"
"229","Biscuit sec petit beurre au chocolat","18"
"230","Biscuit sec pour petit déjeuner","18"
"231","Biscuit sec pour petit déjeuner, allégé en sucres","18"
"232","Biscuit sec pour petit déjeuner, au chocolat","18"
"233","Biscuit sec type langue de chat ou cigarette russe","18"
"234","Biscuit sec type tuile, aux fruits","18"
"235","Biscuit sec, avec matière grasse végétale","18"
"236","Biscuit sec, petits fours en assortiment","18"
"237","Biscuit sec, sablé, galette ou palet, aux fruits","18"
"238","Biscuit sec, sans précision","18"
"239","Blanquette de veau","101"
"240","Blé de Khorasan, cru","90"
"241","Blé dur entier, cru","90"
"242","Blé dur précuit cuisiné, en sachet microondable","94"
"243","Blé dur précuit, entier, cru","90"
"244","Blé dur précuit, grains entiers, cuisiné, à poêler","94"
"245","Blé dur précuit, grains entiers, cuit, non salé","91"
"246","Blé germé, cru","90"
"247","Blé khorasan complet soufflé","25"
"248","Blé tendre entier ou froment, cru","90"
"249","Bleu de Gex ou Fromage bleu du Hautjura ou Bleu de septmoncel (AOC)","46"
"250","Blini","88"
"251","Boeuf aux carottes","100"
"252","Boeuf bourguignon","101"
"253","Boeuf, à bourguignon ou potaufeu, cru","19"
"254","Boeuf, à bourguignon ou potaufeu, cuit","19"
"255","Boeuf, bassecôte, crue","19"
"256","Boeuf, bavette d'aloyau, crue","19"
"257","Boeuf, bavette d'aloyau, grillée/poêlée","19"
"258","Boeuf, boule de macreuse, crue","19"
"259","Boeuf, boule de macreuse, grillée/poêlée","19"
"260","Boeuf, boule de macreuse, rôtie/cuite au four","19"
"261","Boeuf, boulettes cuites","9"
"262","Boeuf, braisé","19"
"263","Boeuf, collier, braisé","19"
"264","Boeuf, collier, cru","19"
"265","Boeuf, côte, crue","19"
"266","Boeuf, entrecôte, crue","19"
"267","Boeuf, entrecôte, partie maigre, grillée/poêlée","19"
"268","Boeuf, épaule, crue","19"
"269","Boeuf, fauxfilet, cru","19"
"270","Boeuf, fauxfilet, grillé/poêlé","19"
"271","Boeuf, fauxfilet, rôti/cuit au four","19"
"272","Boeuf, filet, cru","19"
"273","Boeuf, gîte à la noix, cru","19"
"274","Boeuf, gîte à la noix, cuit","19"
"275","Boeuf, hampe, crue","19"
"276","Boeuf, hampe, grillée/poêlée","19"
"277","Boeuf, jarret, bouilli/cuit à l'eau","19"
"278","Boeuf, jarret, cru","19"
"279","Boeuf, joue, braisée ou bouillie","19"
"280","Boeuf, joue, crue","19"
"281","Boeuf, onglet, cru","19"
"282","Boeuf, onglet, grillé","19"
"283","Boeuf, paleron, braisé ou bouilli","19"
"284","Boeuf, paleron, cru","19"
"285","Boeuf, plat de côtes, braisé","19"
"286","Boeuf, plat de côtes, cru","19"
"287","Boeuf, queue, bouillie/cuite à l'eau","19"
"288","Boeuf, queue, crue","19"
"289","Boeuf, rond de gîte, cru","19"
"290","Boeuf, rosbif, rôti/cuit au four","19"
"291","Boeuf, rumsteck, cru","19"
"292","Boeuf, rumsteck, grillé","19"
"293","Boeuf, steak haché 10% MG, cru","19"
"294","Boeuf, steak haché 10% MG, cuit","19"
"295","Boeuf, steak haché 15% MG, cru","19"
"296","Boeuf, steak haché 15% MG, cuit","19"
"297","Boeuf, steak haché 20% MG, cru","19"
"298","Boeuf, steak haché 20% MG, cuit","19"
"299","Boeuf, steak haché 5% MG, cru","19"
"300","Boeuf, steak haché 5% MG, cuit","19"
"301","Boeuf, steak haché, cuit (aliment moyen)","19"
"302","Boeuf, steak ou bifteck, cru","19"
"303","Boeuf, steak ou bifteck, grillé","19"
"304","Boeuf, tende de tranche, crue","19"
"305","Boeuf, tende de tranche, grillée/poêlée","19"
"306","Boeuf, tende de tranche, rôtie/cuite au four","19"
"307","Bogue, crue","103"
"308","Boisson à base d'avoine, nature, préemballée","23"
"309","Boisson à base de plantes pour bébé","71"
"310","Boisson à la châtaigne, nature, préemballée","23"
"311","Boisson à la noix de coco, nature, préemballée","23"
"312","Boisson à l'amande, nature, non sucrée, non enrichie, préemballée","23"
"313","Boisson à l'amande, sucrée, enrichie en calcium, préemballée","23"
"314","Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants","22"
"315","Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant","22"
"316","Boisson à l'eau minérale ou de source, aromatisée, sucrée","22"
"317","Boisson au jus de fruit et au lait","21"
"318","Boisson au riz, nature, préemballée","23"
"319","Boisson au soja et jus de fruits concentrés, préemballée","23"
"320","Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée","23"
"321","Boisson au soja, aromatisée, sucrée, non enrichie, préemballée","23"
"322","Boisson au soja, nature, enrichie en calcium, préemballée","23"
"323","Boisson au soja, nature, non enrichie, préemballée","23"
"324","Boisson au thé, aromatisée, à teneur réduite en sucres","22"
"325","Boisson au thé, aromatisée, non sucrée, avec édulcorants","22"
"326","Boisson au thé, aromatisée, sucrée","22"
"327","Boisson au thé, aromatisée, sucrée, avec édulcorants","22"
"328","Boisson au thé, aromatisée, teneur en sucre et édulcorant inconnue (aliment moyen)","22"
"329","Boisson aux fruits pour bébé dès 4/6mois","71"
"330","Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demiécrémé standard)","24"
"331","Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demiécrémé standard)","24"
"332","Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""","20"
"333","Boisson diététique pour le sport","35"
"334","Boisson énergisante, non sucrée, avec édulcorants","22"
"335","Boisson énergisante, sucrée","22"
"336","Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée","22"
"337","Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants","22"
"338","Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant","22"
"339","Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","22"
"340","Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants","22"
"341","Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants","22"
"342","Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","22"
"343","Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée, avec édulcorants","22"
"344","Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen)","22"
"345","Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants","22"
"346","Boisson gazeuse, sans jus de fruit, sucrée","22"
"347","Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","22"
"348","Boisson infantile céréales lactées (aliment moyen)","71"
"349","Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois","71"
"350","Boisson infantile céréales lactées aux légumes pour diner dès 12 mois","71"
"351","Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois","71"
"352","Boisson infantile céréales lactées pour le petit déjeuner","71"
"353","Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois","71"
"354","Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois","71"
"355","Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois","71"
"356","Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales)","71"
"357","Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen)","21"
"358","Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D","21"
"359","Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux","21"
"360","Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei","129"
"361","Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","129"
"362","Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei","129"
"363","Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D","129"
"364","Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","129"
"365","Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D","129"
"366","Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei","129"
"367","Boisson plate aux fruits (10 à 50% de jus de jus), sucrée, avec édulcorants","22"
"368","Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres","22"
"369","Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants","23"
"370","Boisson plate aux fruits (10 à 50% de jus), sucrée","22"
"371","Boisson plate aux fruits (à moins de 10% de jus), sucrée","22"
"372","Boisson plate aux fruits (teneur en jus non spécifiée), sucrée","22"
"373","Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants","22"
"374","Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau","22"
"375","Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau","22"
"376","Boisson rafraîchissante sans alcool (aliment moyen)","22"
"377","Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit","28"
"378","Bonbon au caramel, mou","32"
"379","Bonbon dur au caramel","32"
"380","Bonbon dur et sucette","32"
"381","Bonbon gélifié","32"
"382","Bonbons, tout type","32"
"383","Bonite, crue","103"
"384","Bouchée à la reine, à la viande/volaille/quenelle","43"
"385","Bouchée à la reine, au poisson et fruits de mer","43"
"386","Bouchée à la reine, garnie (aliment moyen)","43"
"387","Bouchée chocolat fourrage fruits à coques et/ou praliné","28"
"388","Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé","122"
"389","Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé","122"
"390","Boudin antillais, à cuire","10"
"391","Boudin blanc truffé, à cuire","10"
"392","Boudin blanc, à cuire","10"
"393","Boudin blanc, sauté/poêlé","10"
"394","Boudin noir, à cuire","10"
"395","Boudin noir, sauté/poêlé","10"
"396","Boudin, sauté/poêlé (aliment moyen)","10"
"397","Bouillon de boeuf, déshydraté","3"
"398","Bouillon de boeuf, déshydraté reconstitué","121"
"399","Bouillon de légumes, déshydraté reconstitué","121"
"400","Bouillon de viande et légumes type potaufeu, dégraissé, déshydraté","3"
"401","Bouillon de viande et légumes type potaufeu, déshydraté","3"
"402","Bouillon de viande et légumes type potaufeu, non dégraissé, déshydraté","3"
"403","Bouillon de viande et légumes type potaufeu, prêt à consommer","121"
"404","Bouillon de volaille, déshydraté","3"
"405","Bouillon de volaille, déshydraté reconstitué","121"
"406","Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux)","25"
"407","Boules de maïs soufflées au miel, enrichies en vitamines et minéraux","25"
"408","Boulette d'Avesne","45"
"409","Boulette végétale au soja et/ou blé, préemballée","102"
"410","Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues","9"
"411","Boulettes au boeuf, à la sauce tomate, préemballées","101"
"412","Boulettes au porc et au boeuf (à la suédoise), préemballées, crues","9"
"413","Boulgour de blé, cru","90"
"414","Boulgour de blé, cuit, non salé","91"
"415","Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis)","75"
"416","Brème, cru","103"
"417","Bresaola","10"
"418","Bretzel, pain frais","88"
"419","Brick à la pomme de terre, fait maison, cuit","43"
"420","Brick à l'oeuf, fait maison, cuit","43"
"421","Brick au boeuf","43"
"422","Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit","43"
"423","Brie de Meaux","45"
"424","Brie de Melun","45"
"425","Brie, sans précision","45"
"426","Brioche (ou briochettes) aux pépites de chocolat, préemballée","127"
"427","Brioche fourrée au chocolat","127"
"428","Brioche fourrée aux fruits, préemballée","127"
"429","Brioche fourrée crème pâtissière (type ""chinois""), préemballée","127"
"430","Brioche pur beurre, préemballée","127"
"431","Brioche, de boulangerie traditionnelle","127"
"432","Brioche, préemballée","127"
"433","Brioche, sans précision","127"
"434","Brochet, cru","103"
"435","Brochet, rôti/cuit au four","104"
"436","Brochette d'agneau","9"
"437","Brochette de boeuf","9"
"438","Brochette de boeuf, cuite","101"
"439","Brochette de crevettes","98"
"440","Brochette de poisson","98"
"441","Brochette de porc, crue","9"
"442","Brochette de volaille","9"
"443","Brochette de volaille, cuite","101"
"444","Brochette mixte de viande","9"
"445","Brocoli, bouilli/cuit à l'eau, croquant","73"
"446","Brocoli, bouilli/cuit à l'eau, fondant","73"
"447","Brocoli, cru","72"
"448","Brocoli, cuit","73"
"449","Brocoli, cuit à la vapeur","73"
"450","Brocoli, purée","73"
"451","Brocoli, surgelé, cru","72"
"452","Brocoli, surgelé, cuit","73"
"453","Brownie au chocolat, préemballé","56"
"454","Bûche de Noël pâtissière","56"
"455","Bûche glacée","36"
"456","Bulot ou Buccin, cru","82"
"457","Bulot ou Buccin, cuit","83"
"458","Burger au poisson, provenant de fast food","112"
"459","Burger au poulet","112"
"460","Burritos","93"
"461","Cabillaud, cru","103"
"462","Cabillaud, cuit à la vapeur","104"
"463","Cabillaud, cuit, sans précision (aliment moyen)","104"
"464","Cabillaud, rôti/cuit au four","104"
"465","Cacahuète ou Arachide","50"
"466","Cacahuète, grillée à sec, salée","50"
"467","Cacahuète, grillée, salée","50"
"468","Cacahuète, grillée, sans sel ajouté","50"
"469","Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif","17"
"470","Cacahuètes enrobées de chocolat dragéifiées","28"
"471","Cacao, non sucré, poudre soluble","20"
"472","Café au lait ou cappuccino au chocolat, poudre soluble","20"
"473","Café au lait ou cappuccino, poudre soluble","20"
"474","Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","24"
"475","Café décaféiné, instantané, non sucré, prêt à boire","24"
"476","Café décaféiné, non instantané, non sucré, prêt à boire","24"
"477","Café expresso, non instantané, non sucré, prêt à boire","24"
"478","Café, décaféiné, poudre soluble","20"
"479","Café, instantané, non sucré, prêt à boire","24"
"480","Café, moulu","20"
"481","Café, non instantané, non sucré, prêt à boire","24"
"482","Café, poudre soluble","20"
"483","Caille, viande et peau, crue","11"
"484","Caille, viande et peau, cuite","11"
"485","Caille, viande, crue","11"
"486","Caïmite, pulpe, cru, prélevé à la Martinique","53"
"487","Cake aux fruits, préemballé","56"
"488","Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé","43"
"489","Calissons d'Aix en Provence","32"
"490","Calmar ou Calamar ou encornet, à la romaine (beignet)","108"
"491","Calmar ou calamar ou encornet, bouilli/cuit à l'eau","83"
"492","Calmar ou calamar ou encornet, cru","82"
"493","Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse","83"
"494","Camembert au lait cru","45"
"495","Camembert, sans précision","45"
"496","Canard en sauce (poivre vert, chasseur, etc.), préemballé","101"
"497","Canard, cuisse avec peau, sans os, crue","11"
"498","Canard, magret fumé","10"
"499","Canard, magret, cru","11"
"500","Canard, magret, grillé/poêlé","11"
"501","Canard, viande et peau, cru","11"
"502","Canard, viande et peau, rôti/cuit au four","11"
"503","Canard, viande, crue","11"
"504","Canard, viande, rôtie/cuite au four","11"
"505","Cancoillotte (spécialité fromagère fondue)","44"
"506","Canelé","56"
"507","Canneberge ou cranberry, crue","52"
"508","Canneberge ou cranberry, séchée, sucrée","55"
"509","Cannelle, poudre","42"
"510","Cantal entredeux","47"
"511","Cantal, Salers ou Laguiole","47"
"512","Capelan, cru","103"
"513","Câpres, au vinaigre","31"
"514","Carambole, pulpe, crue","52"
"515","Caramel liquide ou nappage caramel","125"
"516","Carangue, cru","103"
"517","Cardamome, poudre","42"
"518","Cardine franche, crue","103"
"519","Cardon, cru","72"
"520","Cardon, cuit","73"
"521","Carotte, appertisée, égouttée","73"
"522","Carotte, bouillie/cuite à l'eau, croquante","73"
"523","Carotte, bouillie/cuite à l'eau, fondante","73"
"524","Carotte, crue","72"
"525","Carotte, cuite","73"
"526","Carotte, cuite à la vapeur","73"
"527","Carotte, déshydratée","76"
"528","Carotte, purée","73"
"529","Carotte, purée cuisinée à la crème, préemballée","73"
"530","Carotte, surgelée, crue","72"
"531","Carotte, surgelée, cuite","73"
"532","Carottes râpées, avec sauce, préemballées","111"
"533","Carpaccio de boeuf, avec marinade","101"
"534","Carpaccio de saumon avec marinade","108"
"535","Carpe, crue, élevage","103"
"536","Carpe, rôtie/cuite au four","104"
"537","Carré de l'Est","45"
"538","Carrelet ou plie, cru","103"
"539","Carrelet ou plie, cuit à la vapeur","104"
"540","Carrelet ou plie, pané, frit","108"
"541","Carvi, graine","42"
